geometry,source,diamond_um,pitch_um,ribbon_width_nm,graphene_layers,network_depth_fraction,mean_carrier_travel_um,graphene_interface_area_ratio,added_trap_density_cm3,interface_loss_fraction,trap_penalty_fraction,carrier_survival_fraction,collection_efficiency,current_density_A_cm2,voltage_V,power_density_W_cm2,net_power_ratio_vs_baseline,lifetime_years,manufacturability_score,geometry_departure_score,dominant_loss,dominant_loss_fraction
straight_fingers,Ni63,8.0,0.75,60.0,1,0.65,0.9240133333333335,13.946666666666667,67864166666666.67,0.24028805912931883,0.07942449455233794,0.9856049388407226,0.10925053657060677,2.2889670523627745e-09,0.22889670523627745,5.239370166802328e-10,1.7294459900676673,0.0007811778804405194,0.6505333333333332,1.3589333333333333,graphene_diamond_interface,0.24028805912931883
straight_fingers,Ni63,8.0,0.75,60.0,1,0.9,0.4698799999999999,19.279999999999998,87697499999999.98,0.2562063544788545,0.07978007092165301,0.9997563670296912,0.09859337401765692,2.0656830784702415e-09,0.20656830784702415,4.267046580678294e-10,1.4084949838331295,0.0007860686713583973,0.5972,1.4656,graphene_diamond_interface,0.2562063544788545
straight_fingers,Ni63,8.0,0.75,60.0,2,0.35,1.4591806741864428,11.84198931758829,66664814772750.97,0.2305177093160644,0.07940295180736241,0.9318388268693546,0.10846406468822027,2.272489254789405e-09,0.22724892547894052,5.164207413133306e-10,1.704635770747991,0.0007856366597104035,0.6015801068241171,1.4299768713416134,graphene_diamond_interface,0.2305177093160644
straight_fingers,Ni63,8.0,0.75,60.0,2,0.65,1.070866316757334,21.884665770666704,104011017832636.33,0.26039932463037907,0.08007159967669172,0.973840263528051,0.09091973481255121,1.9049085151265234e-09,0.19049085151265233,3.628676451001536e-10,1.1977775453242465,0.0007949021007788611,0.52,1.6308304004031817,graphene_diamond_interface,0.26039932463037907
straight_fingers,Ni63,8.0,0.75,60.0,2,0.9,0.563155283926639,30.253562814898707,135132853715874.1,0.2781373757588188,0.08062541056119785,0.9989950805657488,0.076384880020279,1.600380914853489e-09,0.1600380914853489,2.5612190726272904e-10,0.8454241471439087,0.0008026233016692422,0.52,1.7982083412878218,geometric_occlusion,0.3428544090226684
straight_fingers,Ni63,8.0,0.75,60.0,4,0.35,1.6647532268686211,18.582073012085935,101102084013694.6,0.24836264582031675,0.08001967813533756,0.9041091419906613,0.09112283034376463,1.9091636793941075e-09,0.19091636793941075,3.6449059547176464e-10,1.203134687352588,0.000801078233146453,0.3941792698791405,1.7716414602417188,graphene_diamond_interface,0.24836264582031675
straight_fingers,Ni63,8.0,0.75,60.0,4,0.65,1.3013033478036662,34.34072150290087,159704558088912.62,0.2817434252805419,0.08106049955007073,0.9491393257513419,0.06520925257003525,1.3662343026164257e-09,0.13662343026164256,1.866596169645791e-10,0.616138420820873,0.0008157435468909382,0.37999999999999984,2.086814430058017,geometric_occlusion,0.407910822543513
straight_fingers,Ni63,8.0,0.75,60.0,4,0.9,0.7095198929179297,47.47292857857997,208539953151594.25,0.2998363445899227,0.08191961037589729,0.9956256937511039,0.044454494347590356,9.313901431076183e-10,0.09313901431076184,8.674875986780299e-11,0.2863460494685355,0.0008279646416780092,0.37999999999999984,2.349458571571599,geometric_occlusion,0.6048939286786995
straight_fingers,Ni63,8.0,0.75,120.0,1,0.35,1.3306133333333332,7.626666666666666,60361666666666.67,0.2101421745039539,0.07928965862366767,0.9475359611795173,0.12165038867993429,2.5487630572462688e-09,0.2548763057246269,6.496193121983347e-10,2.1443064314686606,0.0007908829126944774,0.7137333333333332,1.3125333333333333,graphene_diamond_interface,0.2101421745039539
straight_fingers,Ni63,8.0,0.75,120.0,1,0.65,0.9254933333333333,14.026666666666667,84161666666666.67,0.23462394657192018,0.07971677209601614,0.9853868621542854,0.11094998152164257,2.324573042249251e-09,0.2324573042249251,5.403639828751939e-10,1.7836692075735825,0.0007968388808106146,0.6497333333333333,1.4405333333333332,graphene_diamond_interface,0.23462394657192018
straight_fingers,Ni63,8.0,0.75,120.0,1,0.9,0.4705599999999999,19.36,103995000000000.0,0.25047213947000213,0.0800713138483193,0.9997494133528592,0.10009144374458649,2.097069947173333e-09,0.20970699471733328,4.397702363337565e-10,1.4516227095340104,0.0008018021875740622,0.5963999999999999,1.5472,graphene_diamond_interface,0.25047213947000213
straight_fingers,Ni63,8.0,0.75,120.0,2,0.35,1.463009444584179,11.96752277325177,89759059308969.08,0.22260464994525486,0.07981695869166172,0.9308486632859964,0.11073233307661055,2.320012972016971e-09,0.2320012972016971,5.382460190327018e-10,1.776678092309929,0.0008081664248183024,0.6003247722674823,1.5456246254447308,graphene_diamond_interface,0.22260464994525486
straight_fingers,Ni63,8.0,0.75,120.0,2,0.65,1.0731886856871082,22.010199226330183,127105262368854.44,0.2522850870222465,0.08048285398124318,0.9733696624893748,0.09273228567913411,1.9428842481945116e-09,0.19428842481945116,3.7747992018823527e-10,1.2460107102893245,0.0008176285650133003,0.52,1.746478154506299,graphene_diamond_interface,0.2522850870222465
straight_fingers,Ni63,8.0,0.75,120.0,2,0.9,0.5642223182997785,30.37909627056219,158227098252092.22,0.26993924996595087,0.08103439196498591,0.9989626489926661,0.07776168973746726,1.6292271995395153e-09,0.16292271995395152,2.6543812677193713e-10,0.8761757412474867,0.000825513681842465,0.52,1.9138560953909391,geometric_occlusion,0.3537883776568085
straight_fingers,Ni63,8.0,0.75,120.0,4,0.35,1.670761211605744,18.77905611822112,133834614939634.8,0.23701155587016273,0.08060236982471931,0.9024183456949031,0.09355945186493969,1.960214654118092e-09,0.19602146541180918,3.8424414902193103e-10,1.2683385246255943,0.0008340010719408097,0.39220943881778864,1.9355811223644226,graphene_diamond_interface,0.23701155587016273
straight_fingers,Ni63,8.0,0.75,120.0,4,0.65,1.304947535267167,34.537704609036055,192437089014852.8,0.27014520554649546,0.08163715039165062,0.9481292383491456,0.06656408157509967,1.3946200575200062e-09,0.13946200575200063,1.9449651048371055e-10,0.6420069577628259,0.0008491145616571128,0.37999999999999984,2.2507540921807214,geometric_occlusion,0.4236655691355408
straight_fingers,Ni63,8.0,0.75,120.0,4,0.9,0.7111942493200788,47.66991168471516,241272484077534.5,0.2881605435033372,0.08249129864882222,0.9954777704107396,0.04482419375157759,9.391359151794837e-10,0.09391359151794837,8.819762671800065e-11,0.2911285650848078,0.0008617091364206987,0.37999999999999984,2.5133982336943035,geometric_occlusion,0.6206486752707273
straight_fingers,Ni63,8.0,1.5,15.0,1,0.35,1.4,3.7433333333333327,15920520833333.33,0.2020509640543181,0.0784872241752883,0.9401923269332197,0.11934781949721472,2.5005206855337536e-09,0.25005206855337536,6.252603698782193e-10,2.0639008220602224,0.0007586699573600133,0.6682809523809523,1.0848666666666666,graphene_diamond_interface,0.2020509640543181
straight_fingers,Ni63,8.0,1.5,15.0,1,0.65,0.9876966666666666,6.943333333333333,27820520833333.336,0.21808077691000954,0.07870272028504535,0.9814378478300985,0.12185366222943458,2.553021951271218e-09,0.25530219512712177,6.517921083672696e-10,2.151478540905418,0.000761567390857505,0.6362809523809523,1.1488666666666667,graphene_diamond_interface,0.21808077691000954
straight_fingers,Ni63,8.0,1.5,15.0,1,0.9,0.5929300000000001,9.61,37737187500000.0,0.22958036454558267,0.07888194861394507,0.998683693241753,0.11903343750149062,2.4939338983869146e-09,0.24939338983869144,6.219706289523353e-10,2.0530418274263234,0.0007639819187720814,0.6096142857142857,1.2022,graphene_diamond_interface,0.22958036454558267
